"item_name","item_type","category","source_path","target_path","file_count","bytes","status"
"01_baseline_metrics.csv","file","03_분석_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_baseline_metrics.csv","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\03_분석_계획과_방법\01_baseline_metrics.csv","1","7691","PLANNED"
"01_contract.md","file","03_분석_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_contract.md","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\03_분석_계획과_방법\01_contract.md","1","7016","PLANNED"
"01_gate_report.md","file","03_분석_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_gate_report.md","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\03_분석_계획과_방법\01_gate_report.md","1","4255","PLANNED"
"01_metric_dictionary.xlsx","file","03_분석_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_metric_dictionary.xlsx","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\03_분석_계획과_방법\01_metric_dictionary.xlsx","1","20517","PLANNED"
"01_probability_parameters.csv","file","03_분석_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_probability_parameters.csv","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\03_분석_계획과_방법\01_probability_parameters.csv","1","7117","PLANNED"
"01_recompute.sql","file","03_분석_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_recompute.sql","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\03_분석_계획과_방법\01_recompute.sql","1","13135","PLANNED"
"01_segment_dictionary.json","file","03_분석_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_segment_dictionary.json","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\03_분석_계획과_방법\01_segment_dictionary.json","1","3749","PLANNED"
"02_base_config.yaml","file","01_증강_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_base_config.yaml","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_증강_계획과_방법\02_base_config.yaml","1","1523","PLANNED"
"02_base_config_prod.yaml","file","01_증강_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_base_config_prod.yaml","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_증강_계획과_방법\02_base_config_prod.yaml","1","2106","PLANNED"
"02_base_config_prod_v02.yaml","file","01_증강_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_base_config_prod_v02.yaml","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_증강_계획과_방법\02_base_config_prod_v02.yaml","1","2177","PLANNED"
"02_calibration_prod_v02.py","file","01_증강_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_calibration_prod_v02.py","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_증강_계획과_방법\02_calibration_prod_v02.py","1","3548","PLANNED"
"02_clone_audit_by_seed_v01.xlsx","file","06_검증_QA_승인","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_clone_audit_by_seed_v01.xlsx","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\06_검증_QA_승인\02_clone_audit_by_seed_v01.xlsx","1","14793","PLANNED"
"02_clone_audit_report_v01.md","file","06_검증_QA_승인","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_clone_audit_report_v01.md","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\06_검증_QA_승인\02_clone_audit_report_v01.md","1","2446","PLANNED"
"02_clone_audit_results_v01.json","file","06_검증_QA_승인","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_clone_audit_results_v01.json","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\06_검증_QA_승인\02_clone_audit_results_v01.json","1","66825","PLANNED"
"02_clone_audit_v01.py","file","06_검증_QA_승인","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_clone_audit_v01.py","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\06_검증_QA_승인\02_clone_audit_v01.py","1","8949","PLANNED"
"02_clone_candidate_trace_v01.xlsx","file","06_검증_QA_승인","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_clone_candidate_trace_v01.xlsx","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\06_검증_QA_승인\02_clone_candidate_trace_v01.xlsx","1","5018","PLANNED"
"02_clone_definition_v01.md","file","06_검증_QA_승인","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_clone_definition_v01.md","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\06_검증_QA_승인\02_clone_definition_v01.md","1","2329","PLANNED"
"02_config_schema.json","file","01_증강_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_config_schema.json","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_증강_계획과_방법\02_config_schema.json","1","4489","PLANNED"
"02_config_schema_prod.json","file","01_증강_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_config_schema_prod.json","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_증강_계획과_방법\02_config_schema_prod.json","1","4789","PLANNED"
"02_config_schema_prod_v02.json","file","01_증강_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_config_schema_prod_v02.json","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_증강_계획과_방법\02_config_schema_prod_v02.json","1","2644","PLANNED"
"02_data_dictionary.xlsx","file","01_증강_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_data_dictionary.xlsx","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_증강_계획과_방법\02_data_dictionary.xlsx","1","14602","PLANNED"
"02_dryrun_200.sqlite","file","07_개발_테스트","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_dryrun_200.sqlite","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\07_개발_테스트\02_dryrun_200.sqlite","1","1056768","PLANNED"
"02_gate_report.md","file","06_검증_QA_승인","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_gate_report.md","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\06_검증_QA_승인\02_gate_report.md","1","6228","PLANNED"
"02_generator.py","file","01_증강_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_generator.py","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_증강_계획과_방법\02_generator.py","1","26666","PLANNED"
"02_generator_prod.py","file","01_증강_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_generator_prod.py","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_증강_계획과_방법\02_generator_prod.py","1","13143","PLANNED"
"02_generator_prod_v02.py","file","01_증강_계획과_방법","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_generator_prod_v02.py","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\01_증강_계획과_방법\02_generator_prod_v02.py","1","9834","PLANNED"
"02_prod_approval_manifest.json","file","06_검증_QA_승인","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_prod_approval_manifest.json","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\06_검증_QA_승인\02_prod_approval_manifest.json","1","2137","PLANNED"
"02_prod_readiness_report.md","file","06_검증_QA_승인","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_prod_readiness_report.md","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\06_검증_QA_승인\02_prod_readiness_report.md","1","4385","PLANNED"
"02_prod_v02_approval_manifest.json","file","06_검증_QA_승인","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\02_prod_v02_approval_manifest.json","C:\Users\이소이\Desktop\[은평4기] AI로 끝내자! 바이브코딩으로 배우는 데이터분석 실전 과정\미니 프로젝트\깃허브 업로드용\sesac-data-analysis-mini-project\09_단계별 분석\3단계_10000건_증감_분석\06_검증_QA_승인\02_prod_v02_approval_manifest.json","1","2546","PLANNED"
